#session_id	session_type	unit	ecephys_structure_acronym	stimulus	stimulus_blocks	block_durations	rec_len	firing_rates	ret_msg
766640955	functional_connectivity	950913540	VISam	spontaneous	null	1802.51	1801.95	6.04	SUCCESS
766640955	functional_connectivity	950915005	VISam	spontaneous	null	1802.51	1800.72	4.03	SUCCESS
766640955	functional_connectivity	950915018	VISam	spontaneous	null	1802.51	1801.72	1.91	SUCCESS
766640955	functional_connectivity	950913798	VISam	spontaneous	null	1802.51	1801.25	1.05	SUCCESS
766640955	functional_connectivity	950913832	VISam	spontaneous	null	1802.51	1801.68	0.34	SUCCESS
766640955	functional_connectivity	950915049	VISam	spontaneous	null	1802.51	1802.13	0.95	SUCCESS
766640955	functional_connectivity	950913944	VISam	spontaneous	null	1802.51	1802.40	10.06	SUCCESS
766640955	functional_connectivity	950913961	VISam	spontaneous	null	1802.51	1801.10	2.03	SUCCESS
766640955	functional_connectivity	950913991	VISam	spontaneous	null	1802.51	1802.38	7.96	SUCCESS
766640955	functional_connectivity	950913984	VISam	spontaneous	null	1802.51	1800.72	5.98	SUCCESS
766640955	functional_connectivity	950915073	VISam	spontaneous	null	1802.51	1801.92	4.26	SUCCESS
766640955	functional_connectivity	950914044	VISam	spontaneous	null	1802.51	1802.45	20.08	SUCCESS
766640955	functional_connectivity	950915231	VISam	spontaneous	null	1802.51	1802.03	7.06	SUCCESS
766640955	functional_connectivity	950914115	VISam	spontaneous	null	1802.51	1785.28	2.73	SUCCESS
766640955	functional_connectivity	950914078	VISam	spontaneous	null	1802.51	1802.28	2.83	SUCCESS
766640955	functional_connectivity	950914064	VISam	spontaneous	null	1802.51	1802.13	9.05	SUCCESS
766640955	functional_connectivity	950914057	VISam	spontaneous	null	1802.51	1802.20	7.89	SUCCESS
766640955	functional_connectivity	950914102	VISam	spontaneous	null	1802.51	1802.42	8.65	SUCCESS
766640955	functional_connectivity	950914136	VISam	spontaneous	null	1802.51	1802.45	1.12	SUCCESS
766640955	functional_connectivity	950914206	VISam	spontaneous	null	1802.51	1802.20	1.68	SUCCESS
766640955	functional_connectivity	950914154	VISam	spontaneous	null	1802.51	1800.89	2.80	SUCCESS
766640955	functional_connectivity	950915111	VISam	spontaneous	null	1802.51	1801.31	2.32	SUCCESS
766640955	functional_connectivity	950914243	VISam	spontaneous	null	1802.51	1800.04	3.00	SUCCESS
766640955	functional_connectivity	950914229	VISam	spontaneous	null	1802.51	1799.96	2.56	SUCCESS
766640955	functional_connectivity	950914221	VISam	spontaneous	null	1802.51	1800.84	1.78	SUCCESS
766640955	functional_connectivity	950914271	VISam	spontaneous	null	1802.51	1801.91	1.87	SUCCESS
766640955	functional_connectivity	950914263	VISam	spontaneous	null	1802.51	1796.17	3.68	SUCCESS
766640955	functional_connectivity	950914406	VISam	spontaneous	null	1802.51	1802.16	3.94	SUCCESS
766640955	functional_connectivity	950914396	VISam	spontaneous	null	1802.51	1801.30	0.75	SUCCESS
766640955	functional_connectivity	950914595	VISam	spontaneous	null	1802.51	1801.50	3.28	SUCCESS
766640955	functional_connectivity	950914573	VISam	spontaneous	null	1802.51	1802.39	17.71	SUCCESS
766640955	functional_connectivity	950914624	VISam	spontaneous	null	1802.51	1800.64	1.32	SUCCESS
766640955	functional_connectivity	950915995	LP	spontaneous	null	1802.51	1799.18	5.28	SUCCESS
766640955	functional_connectivity	950916099	LP	spontaneous	null	1802.51	1801.87	13.07	SUCCESS
766640955	functional_connectivity	950931063	LP	spontaneous	null	1802.51	1802.12	7.38	SUCCESS
766640955	functional_connectivity	950931049	LP	spontaneous	null	1802.51	1802.39	4.57	SUCCESS
766640955	functional_connectivity	950923082	LP	spontaneous	null	1802.51	1802.33	6.70	SUCCESS
766640955	functional_connectivity	950923126	LP	spontaneous	null	1802.51	1802.16	18.79	SUCCESS
